title,job_type,job_local,num,realtime
29050-数据安全经理/专家（北京）,职能类,北京,2,2018/11/6
25926-游戏安全产品经理（深圳）,产品/项目类,深圳,1,2018/11/6
29050-CII产品合规经理,职能类,深圳,2,2018/11/6
28994-区块链底层开发工程师（深圳）,技术类,深圳,2,2018/11/6
29050-CII产品合规经理,职能类,北京,2,2018/11/6
15570-斗破苍穹手游后台开发（深圳）,技术类,深圳,1,2018/11/6
29050-跨境安全经理/专家,职能类,深圳,2,2018/11/6
29050-跨境安全经理/专家,职能类,北京,2,2018/11/6
29050-CII政策发展经理,职能类,深圳,2,2018/11/6
29050-CII政策发展经理,职能类,北京,2,2018/11/6
25666-Tencent Cloud BD Manager – Gaming（Overseas - Japan/Korea）,市场类,韩国,2,2018/11/6
PCG06-QQ family产品经理（深圳）,产品/项目类,深圳,1,2018/11/6
SA-腾讯社交广告经营分析经理 （北京/深圳）,市场类,北京,1,2018/11/6
SA-SMB区域合作伙伴拓展经理(SPD)--南区,市场类,广州,1,2018/11/6
CSIG16-基础架构工程师（北京）,技术类,北京,1,2018/11/6
18428-支付和金融系统架构师,技术类,深圳,1,2018/11/6
18796-专项技术测试(深圳）,技术类,深圳,2,2018/11/6
28603-115 微信支付web前端开发工程师（深圳）,技术类,深圳,1,2018/11/6
18425-外汇高级运营经理,产品/项目类,深圳,1,2018/11/6
AQ-司法协作经理,职能类,深圳,1,2018/11/6
27261-高级舆情分析师（深圳）,职能类,深圳,1,2018/11/6
19823-动画番剧制片人（北京）,产品/项目类,北京,1,2018/11/6
25669-腾讯云社群运营经理（深圳）,产品/项目类,深圳,1,2018/11/6
PCG17-QQ钱包后台开发工程师（深圳）,技术类,深圳,1,2018/11/6
27261-高级舆情分析师（广州）,职能类,广州,1,2018/11/6
CSIG16-地图数据Web前端研发工程师,技术类,北京,1,2018/11/6
HY6-互娱内容营销方向市场推广经理（太原）,市场类,太原,1,2018/11/6
25663-Tencent cloud game solution architect (overseas)（Japan/Korea）,技术类,韩国,2,2018/11/6
PCG10-NLP算法工程师,技术类,北京,1,2018/11/6
WXG01-119 微信PC客户端开发工程师 （深圳）,技术类,深圳,1,2018/11/6
CSIG17-测试开发高级工程师,技术类,深圳,1,2018/11/6
21309-学科内容运营,产品/项目类,深圳,1,2018/11/6
SA-腾讯社交广告IOS高级开发工程师（微信广告 深圳）,技术类,深圳,1,2018/11/6
27087-高级广告后台工程师（深圳）,技术类,深圳,1,2018/11/6
28603-113 微信支付高级技术架构工程师（深圳）,技术类,深圳,1,2018/11/6
21227-移动游戏版本管理（深圳）,产品/项目类,深圳,1,2018/11/6
PCG09-内容平台产品经理（上海）,产品/项目类,上海,1,2018/11/6
25669-腾讯云课程运营经理（深圳）,产品/项目类,深圳,1,2018/11/6
21229-Android资深研发工程师（上海）,技术类,上海,1,2018/11/6
CSIG18-人工智能研究员（深圳）,技术类,深圳,1,2018/11/6
25666-Strategy & Marketing Manager,市场类,欧洲,2,2018/11/6
23295-互娱游戏品牌合作经理（深圳）,市场类,深圳,2,2018/11/6
23295-互娱移动游戏渠道营销拓展渠道经理（深圳）,市场类,深圳,2,2018/11/6
25666-Senior Cloud Solutions Manager,技术类,欧洲,4,2018/11/6
25666-Senior Channel Sales Manager (Cloud),市场类,欧洲,3,2018/11/6
23295-互娱电竞商业化合作经理（深圳）,市场类,深圳,1,2018/11/6
25927-英雄联盟测试经理（深圳）,技术类,深圳,1,2018/11/6
WXG09-332 企业微信品牌经理（广州）,市场类,广州,1,2018/11/6
WXG01-117 微信移动客户端开发（深圳）,技术类,深圳,2,2018/11/6
CSIG16-手机地图搜索POI产品经理,产品/项目类,北京,1,2018/11/6
21229-IOS资深研发工程师（上海）,技术类,上海,1,2018/11/6
CDG064-广告平台高级产品经理（上海）,产品/项目类,上海,2,2018/11/6
16810-动漫业务数据分析师,产品/项目类,深圳,1,2018/11/6
18435-风控大数据建模工程师,技术类,深圳,4,2018/11/6
18435-反洗钱建模工程师,技术类,深圳,2,2018/11/6
21882-企鹅医典运营组长,产品/项目类,深圳,1,2018/11/6
RP-人力资源分析经理/产品经理,职能类,深圳,1,2018/11/6
23671-企鹅号国际市场BD（深圳）—版权内容方向,市场类,深圳,1,2018/11/6
22989-物联网后台高级工程师（深圳）,技术类,深圳,2,2018/11/6
22989-专有云计算运维工程师（深圳/北京/上海）,技术类,深圳,2,2018/11/6
18796-后台专项测试工程师（深圳）,技术类,深圳,1,2018/11/6
23675-用户增长产品运营（北京）,产品/项目类,北京,1,2018/11/6
22989-专有云中间件运维工程师（深圳/北京/上海）,技术类,深圳,2,2018/11/6
22989-专有云平台运维工程师（深圳/北京/上海）,技术类,深圳,2,2018/11/6
18432-理财合作高级商务经理,市场类,北京,1,2018/11/6
WXG02-153 微信质量管理工程师（运营QA）（ 广州/深圳）,技术类,广州,1,2018/11/6
CSIG16-腾讯地图高级研发工程师,技术类,北京,1,2018/11/6
22989-专有云网络运维工程师（深圳/北京/上海）,技术类,深圳,2,2018/11/6
22989-专有云存储运维工程师（深圳/北京/上海）,技术类,深圳,2,2018/11/6
22989-专有云数据库运维工程师（深圳/北京/上海）,技术类,深圳,2,2018/11/6
WXG02-133 微信支付运维工程师（深圳）,技术类,深圳,2,2018/11/6
24491-游戏技术美术TA（深圳）,设计类,深圳,1,2018/11/6
TEG01-PHP开发工程师（深圳）,技术类,深圳,1,2018/11/6
CSIG16-腾讯地图高级策略产品经理,产品/项目类,北京,1,2018/11/6
23671-企鹅号国际市场BD（北京）—版权内容方向,市场类,北京,1,2018/11/6
TEG01-软件测试工程师(深圳),技术类,深圳,1,2018/11/6
WXG02-133 微信小程序运维工程师（广州）,技术类,广州,1,2018/11/6
23671-企鹅号项目管理（北京）,产品/项目类,北京,1,2018/11/6
27087-短视频高级商业产品经理（深圳）,产品/项目类,深圳,1,2018/11/6
21229-开放世界RPG欧美产品运营（上海）,产品/项目类,上海,1,2018/11/6
TEG01-WEB开发工程师（深圳）,技术类,深圳,1,2018/11/6
TEG01-自然语言处理工程师（深圳）,技术类,深圳,2,2018/11/6
TEG01-网页重构工程师（深圳）,设计类,深圳,1,2018/11/6
WXG02-112 微信运维工程师（SRE/DevOps）（广州）,技术类,广州,1,2018/11/6
WXG02-133 微信看一看运维工程师（广州）,技术类,广州,1,2018/11/6
WXG02-136 微信运营资源规划工程师（广州）,技术类,广州,1,2018/11/6
WXG02-113 微信分布式架构高级后台工程师（广州）,技术类,广州,2,2018/11/6
WXG02-113 微信后台开发工程师（广州）,技术类,广州,1,2018/11/6
25663-腾讯云国际业务项目经理（深圳）,产品/项目类,深圳,1,2018/11/6
TEG01-C++后台开发工程师（深圳）,技术类,深圳,1,2018/11/6
PCG11-商务拓展经理（华东片区）（上海）,市场类,上海,1,2018/11/6
22989-腾讯云安全产品技术支持（成都）,技术类,成都,1,2018/11/6
24987-战术竞技类端游海外运营,产品/项目类,上海,1,2018/11/6
PCG05-腾讯汽车测试工程师（北京）,技术类,北京,1,2018/11/6
CSIG16-导航服务产品经理,产品/项目类,北京,1,2018/11/6
CSIG16-车联网web前端开发（北京）,技术类,北京,1,2018/11/6
PCG11-运营经理（文创项目类）（北京）,市场类,北京,1,2018/11/6
22989-腾讯云视频云产品技术支持（成都）,技术类,成都,1,2018/11/6
25814-腾讯新闻BI负责人（北京）,市场类,北京,1,2018/11/6
CSIG16-地图数据Web前端研发工程师,技术类,北京,1,2018/11/6
WXG02-113 微信分布式架构后台工程师（广州）,技术类,广州,1,2018/11/6
27553-腾讯音乐Web前端开发工程师（深圳）,技术类,深圳,3,2018/11/6
21227-海外PM（深圳）,产品/项目类,深圳,1,2018/11/6
25666-Senior Strategic Sales Manager (Cloud),市场类,欧洲,5,2018/11/6
CSIG16-导航诱导服务高级产品经理,产品/项目类,北京,1,2018/11/6
CSIG16-自动驾驶仿真系统工程师（北京）,技术类,北京,1,2018/11/6
TEG12-后台开发工程师（深圳）,技术类,深圳,5,2018/11/6
25923-游戏云存储数据库开发工程师（深圳）,技术类,深圳,1,2018/11/6
WXG01-211 微信海外产品运营（广州）,产品/项目类,广州,1,2018/11/6
25666-工业交通客户经理,市场类,深圳,8,2018/11/6
25928-研发效能提升产品策划（深圳）,产品/项目类,深圳,1,2018/11/6
PCG10-视频功能产品经理（深圳）,产品/项目类,深圳,1,2018/11/6
23675-推荐后台高级工程师（北京）,技术类,北京,1,2018/11/6
PCG04-数据科学家（深圳）,技术类,深圳,1,2018/11/6
PCG17-后台开发高级工程师（深圳）,技术类,深圳,2,2018/11/6
TME-QQ音乐产品策划（深圳）,产品/项目类,深圳,1,2018/11/6
22989-腾讯云大数据应用高级产品经理（深圳）,产品/项目类,深圳,1,2018/11/6
CSIG16-车联网售前方案经理,技术类,北京,1,2018/11/6
27403-市场传播专员（北京）,市场类,北京,1,2018/11/6
24491-IP 商务合作负责人（深圳）,产品/项目类,深圳,1,2018/11/6
18428-区块链后台开发工程师,技术类,深圳,3,2018/11/6
25666-腾讯云游戏商务拓展（面向海外）（日本/韩国）,市场类,韩国,2,2018/11/6
25663-腾讯云游戏解决方案架构师（海外）,技术类,韩国,2,2018/11/6
SA-腾讯社交广告数据应用产品经理（深圳）,产品/项目类,深圳,1,2018/11/6
21227-移动游戏社区运营策划（深圳）,产品/项目类,深圳,1,2018/11/6
25924-内容推荐平台产品经理（上海）,产品/项目类,上海,1,2018/11/6
CSIG07-推荐系统架构师,技术类,深圳,1,2018/11/6
CSIG07-系统架构师后台开发工程师,技术类,深圳,1,2018/11/6
PCG17-web前端开发工程师（深圳）,技术类,深圳,1,2018/11/6
PCG07-QQ空间产品运营经理,产品/项目类,深圳,2,2018/11/6
PCG07-QQ空间数据分析产品经理（深圳）,产品/项目类,深圳,1,2018/11/6
CSIG16-自动驾驶车厂合作BD,市场类,北京,1,2018/11/6
TEG12-web前端开发工程师（深圳）,技术类,深圳,3,2018/11/6
27553-腾讯音乐后台开发工程师（深圳）,技术类,深圳,3,2018/11/6
WXG08-122 微信翻译算法工程师（广州）,技术类,广州,1,2018/11/6
CSIG16-自动驾驶实验室,市场类,北京,1,2018/11/6
28096-腾讯音乐商业化广告产品经理（深圳）,产品/项目类,深圳,1,2018/11/6
PCG17-社交产品总监,产品/项目类,深圳,1,2018/11/6
27553-腾讯音乐版权商务运营（北京）,市场类,北京,1,2018/11/6
25666-政务KA销售（北京、山东、海南、上海、江苏、浙江、福建）,市场类,北京,4,2018/11/6
27553-腾讯音乐Web前端开发工程师（深圳）,技术类,深圳,3,2018/11/6
28604-211 微信支付中小商户基础产品经理（深圳/广州）,产品/项目类,深圳,1,2018/11/6
22086-腾讯体育商务合作经理-版权方向（北京）,市场类,北京,1,2018/11/6
PCG05-视频安全后台开发（北京）,技术类,北京,3,2018/11/6
28096-腾讯音乐后台开发高级工程师（深圳）,技术类,深圳,1,2018/11/6
21557-前馈计算优化工程师,技术类,深圳,1,2018/11/6
XTB-秘书（深圳）,职能类,深圳,1,2018/11/6
25928-AI客户端开发工程师 (深圳),技术类,深圳,2,2018/11/6
26711-汽车垂直商业产品商务副总监（北京）,内容编辑类,北京,1,2018/11/6
24491-王者荣耀全球版-手游服务器开发工程师,技术类,深圳,1,2018/11/6
21557-Android研发工程师(深圳）,技术类,深圳,2,2018/11/6
24548-综艺商业制片人,产品/项目类,北京,1,2018/11/6
PCG15-互动视频web前端开发（专场）（深圳）,技术类,深圳,5,2018/11/6
WXG02-113 微信安全后台开发工程师（广州）,技术类,广州,1,2018/11/6
22989-流程建设项目经理（深圳）,产品/项目类,深圳,1,2018/11/6
27730-数据产品经理,产品/项目类,北京,1,2018/11/6
15605-手游客户端开发（深圳）,技术类,深圳,2,2018/11/6
PCG05-互动安全后台开发,技术类,北京,3,2018/11/6
PCG05-运营后台开发,技术类,北京,2,2018/11/6
22851-腾讯视频漫画频道编辑（北京）,内容编辑类,北京,1,2018/11/6
TEG03-广告推荐运维工程师（深圳）,技术类,深圳,1,2018/11/6
PCG12-大数据高级开发工程师（深圳）,技术类,深圳,1,2018/11/6
25924-游戏数据分析开发工程师（深圳）,技术类,深圳,1,2018/11/6
23486-证券业务C++后台开发高级工程师（深圳）,技术类,深圳,1,2018/11/6
WXG02-113 微信数据平台开发工程师（深圳）,技术类,深圳,2,2018/11/6
21528-商务拓展（古风、二次元方向）（北京）,市场类,北京,1,2018/11/6
WXG02-116  微信搜索和信息流系统测试工程师（深圳）,技术类,深圳,1,2018/11/6
CSIG16-车联网商务经理,市场类,北京,1,2018/11/6
15605-火影手游动作策划（深圳）,产品/项目类,深圳,2,2018/11/6
24548-OTT商业化经理,内容编辑类,北京,1,2018/11/6
PCG14-应用宝商业化后台开发（深圳）,技术类,深圳,1,2018/11/6
PCG04-数据挖掘工程师（深圳）,技术类,深圳,1,2018/11/6
PCG15-后台开发工程师（专场）（深圳）,技术类,深圳,3,2018/11/6
19332-数据挖掘组leader（上海）,技术类,上海,1,2018/11/6
CSIG02-腾讯云移动端开发工程师（深圳）,技术类,深圳,1,2018/11/6
21528-商务拓展（音乐人方向）,市场类,北京,1,2018/11/6
21528-影视音乐版权拓展经理,市场类,北京,1,2018/11/6
28600-211 微信支付渠道运营经理(产品运营方向)（深圳）,产品/项目类,深圳,1,2018/11/6
17757-高级政府事务经理（北京）,内容编辑类,北京,1,2018/11/6
15605-火影手游关卡策划（深圳）,产品/项目类,深圳,1,2018/11/6
15605-火影忍者/航海王IP手游高级数值策划（深圳）,产品/项目类,深圳,1,2018/11/6
CSIG08-数据挖掘工程师（广州）,技术类,广州,1,2018/11/6
CSIG07-大数据可视化linux C++工程师,技术类,深圳,1,2018/11/6
PCG14-应用宝前端开发工程师（深圳）,技术类,深圳,1,2018/11/6
SA-腾讯社交广告联盟广告应用开发高级工程师（北京）,技术类,北京,1,2018/11/6
26699-智慧零售高级市场传播经理,市场类,深圳,1,2018/11/6
HY-互娱健康顾问（深圳）,职能类,深圳,1,2018/11/6
HY-互娱医疗方向高级资源拓展经理（深圳）,职能类,深圳,1,2018/11/6
XN-通讯充值产品运营经理,产品/项目类,深圳,1,2018/11/6
17467-市场部高级品牌合作经理（深圳）,市场类,深圳,1,2018/11/6
SA-腾讯社交广告教育行业客户运营经理（北京）,产品/项目类,北京,1,2018/11/6
WXG02-116  微信搜索和信息流系统测试工程师（深圳）,技术类,北京,1,2018/11/6
21528-音乐平台运营经理（北京）,市场类,北京,2,2018/11/6
PCG05-web前端开发（北京）,技术类,北京,3,2018/11/6
SA-腾讯社交广告KA效果广告行业运营经理（深圳）,产品/项目类,深圳,1,2018/11/6
16810-动漫版权项目经理,市场类,深圳,1,2018/11/6
HY-互娱政务方向高级资源拓展经理（深圳）,职能类,深圳,1,2018/11/6
TME-腾讯音乐市场经理（深圳）,市场类,深圳,1,2018/11/6
TME-QQ音乐商业化产品策划（深圳）,产品/项目类,深圳,1,2018/11/6
TME-QQ音乐营收产品策划（深圳）,产品/项目类,深圳,1,2018/11/6
WXG02-141 微信安全运营工程师（广州）,技术类,广州,1,2018/11/6
23872-游戏研究岗,市场类,深圳,1,2018/11/6
25664-腾讯云政府生态合作经理（深圳）,市场类,深圳,1,2018/11/6
25664-公有云解决方案售前架构师（深圳）,技术类,深圳,2,2018/11/6
18425-港澳及跨境金融产品经理,产品/项目类,深圳,1,2018/11/6
15605-手游客户端开发工程师（深圳）,技术类,深圳,1,2018/11/6
PCG01-IOS开发工程师（深圳）,技术类,深圳,2,2018/11/6
TME-QQ音乐视觉设计（深圳）,设计类,深圳,1,2018/11/6
TEG03-嵌入式开发工程师,技术类,深圳,2,2018/11/6
25666-教育云商务拓展（北京）,市场类,深圳,2,2018/11/6
28297-RTS手游运营经理（深圳）,产品/项目类,深圳,1,2018/11/6
25664-公检法行业解决方案架构师（深圳）,技术类,深圳,1,2018/11/6
16810-动漫版权项目经理,市场类,北京,1,2018/11/6
28297-RTS手游数据分析,产品/项目类,深圳,1,2018/11/6
PCG01-Android开发工程师（深圳）,技术类,深圳,2,2018/11/6
25664-智慧城市解决方案顾问（深圳）,技术类,深圳,1,2018/11/6
25664-服务合作伙伴管理经理（深圳）,产品/项目类,深圳,1,2018/11/6
PCG10-QQ浏览器前端开发工程师,技术类,北京,1,2018/11/6
15618-手游系统策划（上海）,产品/项目类,上海,1,2018/11/6
29311-To B客户关系管理经理,市场类,深圳,1,2018/11/6
28297-RTS手游本地化策划,产品/项目类,深圳,1,2018/11/6
28297-RTS手游商业化和活动策划,产品/项目类,深圳,1,2018/11/6
TME-腾讯音乐高级市场策划经理（深圳）,市场类,深圳,1,2018/11/6
16810-小说内容运营编辑,内容编辑类,北京,1,2018/11/6
25924-运营开发工程师（上海）,技术类,上海,3,2018/11/6
25923-互动娱乐游戏数据库管理（深圳）,技术类,深圳,1,2018/11/6
27259-公共政策研究及政府事务经理（北京）,职能类,北京,1,2018/11/6
PCG10-QQ浏览器资讯前端开发工程师（深圳）,技术类,深圳,1,2018/11/6
SA-腾讯社交广告SMB直营电商行业渠道经理（上海）,市场类,上海,1,2018/11/6
26787-应用平台合作商务经理,市场类,深圳,1,2018/11/6
28607-113 微信支付大数据平台开发工程师（深圳）,技术类,深圳,1,2018/11/6
22989-腾讯专有云高级产品运营经理（深圳）,产品/项目类,深圳,2,2018/11/6
25928-语音测试开发工程师（深圳）,技术类,深圳,1,2018/11/6
25925-Linux C++后台开发工程师（深圳）,技术类,深圳,2,2018/11/6
PCG10-浏览器资讯后台开发高级工程师（深圳）,技术类,深圳,2,2018/11/6
27555-游戏原型设计及评估分析（深圳）,产品/项目类,深圳,1,2018/11/6
27092-应用宝游戏产品运营（深圳）,产品/项目类,深圳,1,2018/11/6
CSIG08-交互设计师（广州）,设计类,广州,1,2018/11/6
28600-211 微信支付服务商发展及政策分析经理（深圳）,产品/项目类,深圳,1,2018/11/6
WXG10-331 企业微信售前支持经理（北京-政府行业）,市场类,北京,1,2018/11/6
19332-企点产品高级产品经理（上海）,产品/项目类,上海,2,2018/11/6
18428-AI应用研发工程师,技术类,深圳,1,2018/11/6
23486-证券数据分析工程师（深圳）,技术类,深圳,1,2018/11/6
SA-腾讯社交广告SMB婚纱行业运营经理（北京）,市场类,北京,1,2018/11/6
23294-互娱新媒体产品运营（深圳）,产品/项目类,深圳,1,2018/11/6
CSIG14-数据挖掘工程师（深圳）,技术类,深圳,1,2018/11/6
25663-互联网高级行业运营,产品/项目类,北京,1,2018/11/6
25663-互联网高级行业运营,产品/项目类,杭州,1,2018/11/6
PCG05-视觉算法工程师（北京）,技术类,北京,3,2018/11/6
25664-政务大数据交付架构师（深圳）,技术类,深圳,2,2018/11/6
WXG01-321 微信商务经理（北京）,市场类,北京,1,2018/11/6
19332-企点大数据开发工程师（上海）,技术类,上海,1,2018/11/6
PCG08-腾讯视频艺术频道运营,内容编辑类,北京,1,2018/11/6
PCG05-自然语言处理工程师（北京）,技术类,北京,3,2018/11/6
28481-医疗商务拓展高级经理（北京）,市场类,北京,1,2018/11/6
18425-国际支付产品软件测试工程师,技术类,深圳,2,2018/11/6
25664-技术运营工程师（深圳）,技术类,深圳,2,2018/11/6
20503-AI应用Linux后台研发工程师（深圳）,技术类,深圳,1,2018/11/6
CSIG08-web前端开发工程师（广州）,技术类,广州,2,2018/11/6
21228-集换式卡牌游戏运营经理（深圳）,产品/项目类,深圳,1,2018/11/6
25664-政务应用交付架构师（深圳）,技术类,深圳,2,2018/11/6
25926-机器学习算法工程师（深圳）,技术类,深圳,1,2018/11/6
25928-高级Java后台开发工程师（深圳）,技术类,深圳,1,2018/11/6
25928-分布式数据库系统研发高级工程师,技术类,深圳,1,2018/11/6
SA-腾讯社交广告设计中心-前端UI工程师/UI开发（北京）,设计类,北京,1,2018/11/6
25664-软件配置管理工程师（广州）,技术类,广州,2,2018/11/6
25664-运维开发工程师（广州）,技术类,广州,2,2018/11/6
25664-集成/交付类交付项目经理（深圳）,产品/项目类,深圳,2,2018/11/6
24987-文案策划,产品/项目类,上海,1,2018/11/6
23518-移动游戏渠道商务拓展经理（深圳）,市场类,深圳,1,2018/11/6
15581-欢乐斗地主高级服务器开发工程师（深圳）,技术类,深圳,1,2018/11/6
CSIG15-后台开发高级工程师（深圳）,技术类,深圳,1,2018/11/6
TEG11-搜索排序算法工程师(深圳),技术类,深圳,1,2018/11/6
25929-沙盒游戏高级关卡策划（深圳）,产品/项目类,深圳,1,2018/11/6
25929-沙盒游戏高级编辑器策划（深圳）,产品/项目类,深圳,1,2018/11/6
25929-沙盒游戏高级系统策划（深圳）,产品/项目类,深圳,1,2018/11/6
15583-手机棋牌游戏终端开发工程师（海口）,技术类,海口,1,2018/11/6
26699-智慧零售前端开发工程师（深圳）,技术类,深圳,1,2018/11/6
23293-互娱战术竞技手游品牌经理（赛事方向）（深圳）,市场类,深圳,1,2018/11/6
27092-应用宝高级算法工程师（深圳）,技术类,深圳,2,2018/11/6
28600-211 微信支付物料平台产品运营经理（深圳）,产品/项目类,深圳,1,2018/11/6
PCG10-大数据产品经理,产品/项目类,深圳,1,2018/11/6
21309-企鹅辅导初高中物理教研教学老师（深圳）,产品/项目类,深圳,2,2018/11/6
20503-腾讯优图智慧零售产品经理（上海）,产品/项目类,上海,1,2018/11/6
PCG10-浏览器后台开发工程师,技术类,深圳,1,2018/11/6
28606-211 微信支付政务行业运营经理（深圳）,产品/项目类,深圳,1,2018/11/6
28606-321 微信支付政务行业商务拓展经理（深圳）,市场类,深圳,1,2018/11/6
27193-互娱Web前端多媒体互动开发工程师（深圳）,技术类,深圳,1,2018/11/6
17759-腾讯视频审核组主管（成都）,产品/项目类,成都,2,2018/11/6
17759-视频审核安全管理组长（成都）,产品/项目类,成都,1,2018/11/6
23295-互娱数据营销平台DMP后台开发工程师（深圳）,技术类,深圳,1,2018/11/6
21062-移动游戏高级后台开发工程师（深圳）,技术类,深圳,1,2018/11/6
CSIG02-腾讯智慧教育后台研发工程师（北京）,技术类,北京,1,2018/11/6
17759-腾讯视频安全策略运营岗,产品/项目类,成都,1,2018/11/6
17759-腾讯视频安全举报巡查主管,内容编辑类,成都,2,2018/11/6
SA-腾讯社交广告-QQ广告商业运营高级经理（深圳）,产品/项目类,深圳,1,2018/11/6
17759-腾讯视频安全基础产品经理,产品/项目类,成都,1,2018/11/6
WXG02-116 微信小程序专项测试工程师（广州）,技术类,广州,1,2018/11/6
15612-高级游戏策划（北京）,产品/项目类,北京,2,2018/11/6
EC-iOS开发工程师（深圳）,技术类,深圳,1,2018/11/6
PCG17-推荐算法高级工程师（深圳）,技术类,深圳,2,2018/11/6
21527-腾讯音乐财务信息化项目经理,职能类,深圳,1,2018/11/6
23671-企鹅号APP高级产品经理（社区运营）,产品/项目类,深圳,1,2018/11/6
27441-投资公司管理经理（深圳）,职能类,深圳,2,2018/11/6
27553-腾讯音乐系统测试工程师（深圳）,技术类,深圳,2,2018/11/6
SA-腾讯社交洞察高级市场经理（深圳）,市场类,北京,1,2018/11/6
27730-短视频产品数据研发工程师（北京）,技术类,北京,2,2018/11/6
28481-觅影医疗数据产品经理,产品/项目类,深圳,2,2018/11/6
CSIG18-大数据实时平台研发工程师（深圳）,技术类,深圳,1,2018/11/6
25667-腾讯云云市场开发者生态运营经理（深圳）,市场类,深圳,1,2018/11/6
15575-《王者荣耀》高级引擎开发工程师（成都）,技术类,成都,2,2018/11/6
25927-应用开发高级工程师（上海）,技术类,上海,1,2018/11/6
25924-WEB开发工程师（深圳）,技术类,深圳,1,2018/11/6
24491-王者荣耀全球版-资深系统策划（深圳）,产品/项目类,深圳,1,2018/11/6
TME-全民k歌运营开发工程师（深圳）,技术类,深圳,2,2018/11/6
25927-游戏高级测试工程师（成都）,技术类,成都,1,2018/11/6
28297-二次元手游运营项目经理（深圳）,产品/项目类,深圳,1,2018/11/6
28297-二次元手游本地化策划（深圳）,产品/项目类,深圳,2,2018/11/6
28297-二次元手游活动和商业化策划（深圳）,产品/项目类,深圳,1,2018/11/6
21527-腾讯音乐Java开发工程师,技术类,深圳,1,2018/11/6
25926-游戏安全产品策划（深圳）,产品/项目类,深圳,1,2018/11/6
27563-移动游戏版本管理（深圳）,产品/项目类,深圳,1,2018/11/6
TEG13-安全产品经理（深圳）,产品/项目类,深圳,2,2018/11/6
27087-前端广告工程师（深圳）,技术类,深圳,1,2018/11/6
22989-腾讯云运营开发,技术类,深圳,1,2018/11/6
25925-腾讯游戏VIP高级产品经理（深圳）,产品/项目类,深圳,2,2018/11/6
TEG17-医学AI算法研究员（深圳）,技术类,深圳,4,2018/11/6
28481-药学应用经理,产品/项目类,深圳,1,2018/11/6
28481-药学应用经理,产品/项目类,北京,1,2018/11/6
28481-觅影医学NLP研究员,技术类,深圳,1,2018/11/6
15575-高级游戏美术3D特效设计师（上海）,设计类,上海,1,2018/11/6
15575-资深游戏UI设计师（上海）,设计类,上海,1,2018/11/6
28481-觅影医学NLP研究员,技术类,北京,1,2018/11/6
27730-品牌策划经理,市场类,北京,1,2018/11/6
15575-高级客户端开发工程师（上海）,技术类,上海,1,2018/11/6
15575-高级游戏美术3D动画设计师（上海）,设计类,上海,1,2018/11/6
21229-游戏评估分析师（上海）,产品/项目类,上海,1,2018/11/6
21229-内部合作运营支持（上海）,产品/项目类,上海,1,2018/11/6
PCG05-视频sdk测试开发工程师（北京）,技术类,北京,2,2018/11/6
25927-游戏AI平台高级工程师,技术类,深圳,1,2018/11/6
25927-游戏AI平台工程师,技术类,深圳,2,2018/11/6
TEG04-大数据开发工程师（深圳）,技术类,深圳,1,2018/11/6
25928-游戏AI高级算法工程师（深圳）,技术类,深圳,2,2018/11/6
WXG07-113 广州研发部后台开发工程师（广州）,技术类,广州,1,2018/11/6
GY0-Content Operation Manager (VOOV),内容编辑类,马来西亚,1,2018/11/6
CSIG07-交互设计（深圳）,设计类,深圳,1,2018/11/6
15575-资深战斗/关卡策划（上海）,产品/项目类,上海,1,2018/11/6
15575-资深系统策划（上海）,产品/项目类,上海,1,2018/11/6
15575-资深后台开发工程师（上海）,技术类,上海,1,2018/11/6
WXG07-115 广州研发部web前端研发工程师（广州）,技术类,广州,1,2018/11/6
25923-网络技术标准高级研究员（深圳）,技术类,深圳,1,2018/11/6
22851-腾讯视频音乐频道运营编辑（北京）,内容编辑类,北京,3,2018/11/6
24491-台湾区域运营负责人,产品/项目类,深圳,1,2018/11/6
27566-互动小说游戏资深运营经理（深圳）,产品/项目类,深圳,1,2018/11/6
SA-腾讯社交广告大数据研发工程师（北京）,技术类,北京,1,2018/11/6
PCG04-AI数据处理工程师（深圳）,技术类,深圳,1,2018/11/6
WXG04-212 微信小游戏产品运营（平台）（广州）,产品/项目类,广州,1,2018/11/6
21229-创新品类游戏市场分析（上海）,产品/项目类,上海,1,2018/11/6
21229-游戏评估分析师（深圳）,产品/项目类,深圳,1,2018/11/6
21229-创新品类游戏市场分析（深圳）,产品/项目类,深圳,1,2018/11/6
24491-高级海外社区经理（深圳）,产品/项目类,深圳,1,2018/11/6
27553-腾讯音乐商业分析经理（深圳）,市场类,深圳,1,2018/11/6
25927-自然语言处理高级工程师（上海）,技术类,上海,1,2018/11/6
21482-造星推广经理（深圳）,市场类,深圳,1,2018/11/6
15573-卡牌手游2D场景原画设计师（深圳）,设计类,深圳,1,2018/11/6
TEG11-机器翻译研究员（北京）,技术类,北京,2,2018/11/6
25924-数据分析高级产品经理BI（深圳）,产品/项目类,深圳,1,2018/11/6
21229-游戏UI视觉设计师（上海）,设计类,上海,1,2018/11/6
23671-企鹅号产品运营经理（平台合作）-北京,产品/项目类,北京,1,2018/11/6
PCG07-多媒体设计师（深圳）,设计类,深圳,1,2018/11/6
25664-腾讯政务云产品策划经理（广州）,产品/项目类,广州,1,2018/11/6
TEG11-AI后台开发工程师（深圳）,技术类,深圳,2,2018/11/6
